,Classes,Old Price,Price Change,New Price,date_range
3134,Kia Grand Cerato A/T / LX FO 2022,"329,900 EGP","trending_up +10,000 EGP","339,900 EGP",11/18/2021
3135,Suzuki Ciaz A/T / GLX 2022,"262,900 EGP","trending_up +2,000 EGP","264,900 EGP",11/7/2021
3136,Suzuki Baleno Automtic 2022,"258,900 EGP","trending_up +5,000 EGP","263,900 EGP",11/7/2021
3137,Suzuki Swift Dzire A/T / Top Line 2022,"215,900 EGP","trending_up +3,000 EGP","218,900 EGP",11/7/2021
3138,Suzuki Swift Dzire A/T / Highline 2022,"206,900 EGP","trending_up +3,000 EGP","209,900  EGP",11/7/2021
3139,Suzuki Swift Dzire Manual‏ 2022,"175,900 EGP","trending_up +3,000 EGP","178,900 EGP",11/7/2021
3140,Suzuki Swift Automatic / screen 2022,"221,000 EGP","trending_up +3,900 EGP","224,900 EGP",11/7/2021
3141,Suzuki Swift Automatic /without screen 2022,"211,000 EGP","trending_up +3,900 EGP","214,900 EGP",11/7/2021
3142,Suzuki S Presso M/T / F/O 2022,"148,900 EGP","trending_up +1,000 EGP","149,900 EGP",11/7/2021
3143,Suzuki Alto Manual‏ 2022,"123,900 EGP","trending_up +1,000 EGP","124,900 EGP",11/7/2021
3144,Lada Granta A/T / E2 2022,"198,000 EGP","trending_up +6,000 EGP","204,000 EGP",11/4/2021
3145,Lada Granta A/T / E1 2022,"189,000 EGP","trending_up +5,000 EGP","194,000 EGP",11/4/2021
3146,Lada Granta manual‏ / salon 2022,"168,000 EGP","trending_up +6,000 EGP","174,000 EGP",11/4/2021
3147,Byd L3 A/T / GS-i AT 2022,"238,000 EGP","trending_up +7,000 EGP","245,000 EGP",11/4/2021
3148,Byd L3 A/T / GLX-i AT 2022,"228,000 EGP","trending_up +7,000 EGP","235,000 EGP",11/4/2021
3149,Byd F3 Automtic / Full Option 2022,"218,000 EGP","trending_up +7,000 EGP","225,000 EGP",11/4/2021
3150,Byd F3 Manual 2022,"197,000 EGP","trending_up +8,000 EGP","205,000 EGP",11/4/2021
3151,Jetour X95 A/T / Highline 2022,"439,900 EGP","trending_up +10,000  EGP","449,900 EGP",11/3/2021
3152,Jetour X95 A/T / Full option 2022,"409,900 EGP","trending_up +5,000 EGP","414,900 EGP",11/3/2021
3153,Haval Jolion A/T / High Deluxe 2022,"385,000 EGP","trending_up +4,900 EGP","389,900 EGP",11/2/2021
3154,Haval Jolion A/T / Deluxe SR 2022,"360,000 EGP","trending_up +9,900 EGP","369,900 EGP",11/2/2021
3155,Haval Jolion A/T / Deluxe 2022,"340,000 EGP","trending_up +4,900 EGP","344,900 EGP",11/2/2021
3156,Haval Jolion A/T / Standard 2022,"315,000 EGP","trending_up +4,900 EGP","319,900 EGP",11/2/2021
3157,Haval H6 A/T / High Deluxe 2022,"460,000 EGP","trending_up +10,000 EGP","470,000 EGP",11/2/2021
3158,Haval H6 A/T / Deluxe SR 2022,"425,000 EGP","trending_up +10,000 EGP","435,000 EGP",11/2/2021
3159,Haval H6 A/T / Deluxe 2022,"410,000 EGP","trending_up +5,000 EGP","415,000 EGP",11/2/2021
3160,Haval H6 A/T / Standard 2022,"380,000 EGP","trending_up +5,000 EGP","385,000 EGP",11/2/2021
3161,Nissan Sentra A/T / Premium SV 2022,"329,400 EGP","trending_down -8,000 EGP","321,400 EGP",11/2/2021
3162,Nissan Sentra A/T / Premium SV 2022,"333,400 EGP","trending_down -8,000 EGP","325,400 EGP",11/2/2021
3163,Nissan Sunny A/T / Super Saloon 2022,"235,500 EGP","trending_up +5,000 EGP","240,500 EGP",11/2/2021
3164,Nissan Sunny A/T / Midline 2022,"224,500 EGP","trending_up +5,000 EGP","229,500 EGP",11/2/2021
3165,Nissan Sunny Automatic / Baseline 2022,"211,000 EGP","trending_up +5,000 EGP","216,000 EGP",11/2/2021
3166,Nissan Sunny Manual‏ / Baseline 2022,"189,900 EGP","trending_up +5,000 EGP","194,900 EGP",11/2/2021
3167,MG 6 A/T / LUX / Red Interior) 2022,"340,000 EGP","trending_up +5,000 EGP","345,000 EGP",11/1/2021
3168,MG 6 A/T / LUX / Black interior 2022,"335,000 EGP","trending_up +5,000 EGP","340,000 EGP",11/1/2021
3169,MG 6 A/T / Comfort 2022,"320,000 EGP","trending_up +5,000 EGP","325,000 EGP",11/1/2021
3170,MG Rx5 A/T / Luxury 2022,"387,000 EGP","trending_up +5,000 EGP","392,000 EGP",11/1/2021
3171,MG Rx5 A/T / Comfort 2022,"357,000 EGP","trending_up +5,000 EGP","362,000 EGP",11/1/2021
3172,MG HS Automatic / LFC Edition 2022,"427,000 EGP","trending_up +5,000 EGP","432,000 EGP",11/1/2021
3173,MG HS A/T / Luxury Brown Interior 2022,"422,000 EGP","trending_up +5,000 EGP","427,000 EGP",11/1/2021
3174,MG HS A/T / Luxury Black Interior 2022,"417,000 EGP","trending_up +5,000 EGP","422,000 EGP",11/1/2021
3175,MG ZS Automatic / Luxury 2022,"303,000 EGP","trending_up +5,000 EGP","308,000 EGP",11/1/2021
3176,MG ZS Automatic / Comfort 2022,"285,000 EGP","trending_up +5,000 EGP","290,000 EGP",11/1/2021
3177,MG ZS Automatic / Classic 2022,"270,000 EGP","trending_up +5,000 EGP","275,000 EGP",11/1/2021
3178,MG 5 A/T / Luxury 2022,"273,000 EGP","trending_up +5,000 EGP","278,000 EGP",11/1/2021
3179,MG 5 A/T / Comfort 2022,"253,000 EGP","trending_up +5,000 EGP","258,000 EGP",11/1/2021
3180,MG 5 A/T / Standard 2022,"233,000 EGP","trending_up +5,000 EGP","238,000 EGP",11/1/2021
3181,Changan Eado A/T / L2 2022,"230,000 EGP","trending_up +5,000 EGP","235,000 EGP",11/1/2021
3182,Changan Eado A/T / L1 2022,"215,000 EGP","trending_up +5,000 EGP","220,000 EGP",11/1/2021
3183,Changan Alsvin A/T / L2 2022,"200,000 EGP","trending_up +7,000 EGP","207,000 EGP",11/1/2021
3184,Changan Alsvin A/T / L1 2022,"185,000 EGP","trending_up +7,000 EGP","192,000 EGP",11/1/2021
3185,Changan Alsvin MT‏ / L1 2022,"165,000 EGP","trending_up +7,000 EGP","172,000 EGP",11/1/2021
3186,Changan CS 15 A/T / L2 2022,"249,900 EGP","trending_up +3,100 EGP","253,000 EGP",11/1/2021
3187,Changan CS 15 A/T / L1 2022,"232,000 EGP","trending_up +3,000 EGP","235,000 EGP",11/1/2021
3188,Changan CS 55 A/T / L3 2022,"370,000 EGP","trending_up +3,000 EGP","373,000 EGP",11/1/2021
3189,Changan CS 55 A/T / L2 2022,"350,000 EGP","trending_up +3,000 EGP","353,000 EGP",11/1/2021
3190,Changan CS 55 A/T / L1 2022,"325,000 EGP","trending_up +3,000 EGP","328,000 EGP",11/1/2021
3191,Chery Tiggo 7 pro A/T / Luxury 2022,"380,000 EGP","trending_up +10,000 EGP","390,000 EGP",10/31/2021
3192,Chery Tiggo 7 pro A/T / Comfort 2022,"350,000 EGP","trending_up +10,000 EGP","360,000 EGP",10/31/2021
3193,Chery Tiggo 8 A/T / Luxury 2022,"404,900 EGP","trending_up +5,000 EGP","409,900 EGP",10/31/2021
3194,Hyundai Creta SU2 A/T / ADVANCED / Two Tone 2022,"434,900 EGP","trending_up +3,100 EGP","438,000 EGP",10/31/2021
3195,Hyundai Creta SU2 A/T / MODERN / Two Tone 2022,"409,900 EGP","trending_up +3,100 EGP","413,000 EGP",10/31/2021
3196,Hyundai Creta SU2 A/T / SMART PLUS / Two Tone 2022,"384,900 EGP","trending_up +3,100 EGP","388,000 EGP",10/31/2021
3197,Hyundai Creta SU2 A/T / SMART / Two Tone 2022,"369,900 EGP","trending_up +3,100 EGP","373,000 EGP",10/31/2021
3198,Hyundai Creta SU2 A/T / ADVANCED 2022,"432,000 EGP","trending_up +3,000 EGP","435,000 EGP",10/31/2021
3199,Hyundai Creta SU2 A/T / MODERN 2022,"407,000 EGP","trending_up +3,000 EGP","410,000 EGP",10/31/2021
3200,Hyundai Creta SU2 A/T / SMART PLUS 2022,"382,000 EGP","trending_up +3,000 EGP","385,000 EGP",10/31/2021
3201,Hyundai Creta SU2 A/T / SMART 2022,"367,000  EGP","trending_up +3,000 EGP","370,000 EGP",10/31/2021
3202,Hyundai Elantra CN7 A/T / PREMIUM / WHITE PACK 2022,"500,000 EGP","trending_up +5,000 EGP","505,000 EGP",10/31/2021
3203,Hyundai Elantra CN7 A/T / PREMIUM 2022,"495,000 EGP","trending_up +5,000 EGP","500,000 EGP",10/31/2021
3204,Hyundai Elantra CN7 A/T / ADVANCED / WHITE PACK 2022,"440,000 EGP","trending_up +5,000 EGP","445,000 EGP",10/31/2021
3205,Hyundai Elantra CN7 A/T / ADVANCED 2022,"435,000 EGP","trending_up +5,000 EGP","440,000 EGP",10/31/2021
3206,Hyundai Elantra CN7 A/T / MODERN 2022,"398,000 EGP","trending_up +5,000 EGP","403,000 EGP",10/31/2021
3207,Hyundai Elantra CN7 A/T / SMART PLUS 2022,"373,000 EGP","trending_up +5,000 EGP","378,000 EGP",10/31/2021
3208,Hyundai Elantra CN7 A/T / SMART FUN 2022,"347,000 EGP","trending_up +5,000 EGP","352,000 EGP",10/31/2021
3209,Hyundai Elantra CN7 A/T / SMART SAFETY 2022,"335,000 EGP","trending_up +5,000 EGP","340,000 EGP",10/31/2021
3210,Hyundai Elantra CN7 A/T / SMART 2022,"325,000 EGP","trending_up +5,000 EGP","330,000 EGP",10/31/2021
3211,Hyundai Tucson A/T / Premium 2022,"620,000 EGP","trending_up +15,000 EGP","635,000 EGP",10/31/2021
3212,Hyundai Tucson A/T / Advanced 2022,"580,000 EGP","trending_up +15,000 EGP","595,000 EGP",10/31/2021
3213,Hyundai Tucson A/T / Modern 2022,"530,000 EGP","trending_up +10,000 EGP","540,000 EGP",10/31/2021
3214,Hyundai Tucson A/T / Smart Plus 2022,"495,000 EGP","trending_up +10,000 EGP","505,000 EGP",10/31/2021
3215,Hyundai Tucson A/T / Smart 2022,"465,000 EGP","trending_up +10,000 EGP","475,000 EGP",10/31/2021
3216,Hyundai I20 A/T / Ultimate 2022,"309,900 EGP","trending_up +5,100 EGP","315,000 EGP",10/31/2021
3217,Hyundai I20 A/T / Elite 2022,"299,900 EGP","trending_up +5,100 EGP","305,000 EGP",10/31/2021
3218,Hyundai I20 A/T / Dynamic 2022,"289,900 EGP","trending_up +5,100 EGP","295,000 EGP",10/31/2021
3219,Hyundai I20 A/T / SPIRIT 2022,"269,900 EGP","trending_up +5,100 EGP","275,000 EGP",10/31/2021
3220,Hyundai Accent HCI A/T / Smart Plus 2022,"302,000 EGP","trending_up +3,000 EGP","305,000 EGP",10/31/2021
3221,Hyundai Accent HCI A/T / Smart Safety 2022,"282,000 EGP","trending_up +3,000 EGP","285,000 EGP",10/31/2021
3222,Hyundai Accent HCI A/T / SMART FUN 2022,"282,000 EGP","trending_up +3,000 EGP","285,000 EGP",10/31/2021
3223,Nissan Juke A/T / Tekna perso 2022,"397,500 EGP","trending_up +5,000 EGP","402,500 EGP",10/28/2021
3224,Nissan Juke A/T / Tekna Grade 2022,"387,500 EGP","trending_up +5,000 EGP","392,500 EGP",10/28/2021
3225,Nissan Juke A/T / Accenta Grade 2022,"357,500 EGP","trending_up +5,000 EGP","362,500 EGP",10/28/2021
3226,Citroën C4 A/T / Shine 2022,"409,900 EGP","trending_up +50,000 EGP","459,900 EGP",10/27/2021
3227,Jac J7 A/T / Ultimate 2022,"328,900 EGP","trending_up +4,000 EGP","332,900 EGP",10/26/2021
3228,Jac J7 A/T / Deluxe 2022,"299,900 EGP","trending_up  +3,000 EGP","302,900 EGP",10/26/2021
3229,Jac JS3 A/T / Smart 2022,"252,900 EGP","trending_up +2,000 EGP","254,900 EGP",10/26/2021
3230,Chery Tiggo 7 A/T / Baseline 2022,"289,900 EGP","trending_up +5,100 EGP","295,000 EGP",10/24/2021
3231,Chery Tiggo 3 Automtic 2022,"244,900 EGP","trending_up +5,100 EGP","250,000 EGP",10/24/2021
3232,Chery Arrizo 5 AT / HIGHLINE 2022,"213,900 EGP","trending_up +5,000 EGP","218,900 EGP",10/24/2021
3233,Chery Arrizo 5 AT / BASELINE Leather 2022,"199,900 EGP","trending_up +5,000 EGP","204,900 EGP",10/24/2021
3234,Chery Arrizo 5 Manual / Base Line / Leather 2022,"179,900 EGP","trending_up +5,000 EGP","184,900 EGP",10/24/2021
3235,Hyundai Accent RB A/T / Highline TINTED GLASS 2022,"259,900 EGP","trending_up +6,000 EGP","265,900 EGP",10/24/2021
3236,Hyundai Accent RB A/T / DAB ABS PLUS TINTED GLASS 2022,"249,900 EGP","trending_up +6,000 EGP","255,900 EGP",10/24/2021
3237,Hyundai Accent RB A/T / DAB ABS TINTED GLASS 2022,"239,900 EGP","trending_up +6,000 EGP","245,900 EGP",10/24/2021
3238,Hyundai Accent RB A/T / SR TINTED GLASS 2022,"233,900 EGP","trending_up +6,000 EGP","239,900  EGP",10/24/2021
3239,Hyundai Accent RB A/T / TINTED GLASS 2022,"223,900 EGP","trending_up +6,000 EGP","229,900 EGP",10/24/2021
3240,Hyundai Elantra HD Automatic / GL / DAB / ABS / Tinted glass 2022,"268,900 EGP","trending_up +6,000 EGP","274,900 EGP",10/24/2021
3241,Hyundai Elantra HD Automatic / GL / SR / TINTED GLASS 2022,"255,900 EGP","trending_up +6,000 EGP","261,900 EGP",10/24/2021
3242,Hyundai Elantra HD Automatic / GL / TINTED GLASS 2022,"248,900 EGP","trending_up +6,000 EGP","254,900 EGP",10/24/2021
3243,Opel Grandland A/T / top line 2022,"545,000 EGP","trending_up +5,000 EGP","550,000 EGP",10/23/2021
3244,Opel Grandland A/T / high line 2022,"515,000 EGP","trending_up +5,000 EGP","520,000 EGP",10/23/2021
3245,Opel Crossland A/T / Top Line 2022,"375,000 EGP","trending_up +5,000 EGP","380,000 EGP",10/23/2021
3246,Opel Crossland A/T / Elegance 2022,"345,000 EGP","trending_up +5,000 EGP","350,000 EGP",10/23/2021
3247,Mitsubishi Xpander Automatic / Midline 2022,"325,000 EGP","trending_up +5,000 EGP","330,000 EGP",10/19/2021
3248,Mitsubishi Xpander Automatic / HL 2022,"350,000 EGP","trending_up +5,000 EGP","355,000 EGP",10/19/2021
3249,Mitsubishi Eclipse Cross A/T / Infinity GLS 2022,"540,000 EGP","trending_up +10,000 EGP","550,000 EGP",10/19/2021
3250,Mitsubishi Eclipse Cross A/T / Instyle GLS 2022,"490,000 EGP","trending_up +10,000 EGP","500,000 EGP",10/19/2021
3251,Mitsubishi Eclipse Cross A/T / Inspire GLS 2022,"455,000 EGP","trending_up +5,000 EGP","460,000 EGP",10/19/2021
3252,Citroën C5 Aircross A/T / SHINE 2022,"555,000 EGP","trending_up +14,900 EGP","569,900 EGP",10/18/2021
3253,Citroën C5 Aircross A/T / FEEL 2022,"505,000 EGP","trending_up +14,900 EGP","519,900 EGP",10/18/2021
3254,Citroën C5 Aircross A/T / Live 2022,"435,000 EGP","trending_up +14,900 EGP","449,900 EGP",10/18/2021
3255,Citroën C3 Aircross A/T / Shine 2022,"379,900 EGP","trending_up +5,000 EGP","384,900 EGP",10/18/2021
3256,Citroën C3 Aircross A/T / Feel 2022,"339,900 EGP","trending_up +5,000 EGP","344,900 EGP",10/18/2021
3257,Citroën C3 Aircross A/T / Live 2022,"309,900 EGP","trending_up +5,000 EGP","314,900 EGP",10/18/2021
3258,Chery Tiggo 7 pro A/T / Luxury 2022,"385,000 EGP","trending_down -5,000 EGP","380,000 EGP",10/18/2021
3259,Chery Tiggo 7 pro A/T / Comfort 2022,"355,000 EGP","trending_down -5,000 EGP","350,000 EGP",10/18/2021
3260,Byd L3 A/T / GS-i AT 2022,"230,000 EGP","trending_up +8,000 EGP","238,000 EGP",10/16/2021
3261,Byd L3 A/T / GLX-i AT 2022,"220,000 EGP","trending_up +8,000 EGP","228,000 EGP",10/16/2021
3262,Lada Granta A/T / E2 2022,"192,000 EGP","trending_up +6,000 EGP","198,000 EGP",10/16/2021
3263,Lada Granta A/T / E1 2022,"183,000 EGP","trending_up +6,000 EGP","189,000 EGP",10/16/2021
3264,Lada Granta manual‏ / salon 2022,"163,000 EGP","trending_up +5,000 EGP","168,000 EGP",10/16/2021
3265,Byd F3 Automtic / Full Option 2022,"211,000 EGP","trending_up +7,000 EGP","218,000 EGP",10/16/2021
3266,Byd F3 Manual 2022,"191,000 EGP","trending_up +6,000 EGP","197,000 EGP",10/16/2021
3267,Peugeot 2008 A/T / GT LINE 2022,"429,990 EGP","trending_up +8,010 EGP","438,000 EGP",10/13/2021
3268,Peugeot 2008 A/T / ALLURE 2022,"394,990 EGP","trending_up +5,010 EGP","400,000 EGP",10/13/2021
3269,Peugeot 2008 A/T / ACTIVE 2022,"356,990 EGP","trending_up +6,010 EGP","363,000 EGP",10/13/2021
3270,Peugeot 508 A/T / GT MAX Red Interior 2022,"695,990 EGP","trending_up +4,010 EGP","700,000 EGP",10/13/2021
3271,Peugeot 508 A/T / GT MAX 2022,"689,990 EGP","trending_up +5,010 EGP","695,000 EGP",10/13/2021
3272,Peugeot 508 A/T / GT Line Red Interior 2022,"611,990 EGP","trending_up +5,010 EGP","617,000 EGP",10/13/2021
3273,Peugeot 508 A/T / GT Line 2022,"605,990 EGP","trending_up +5,010 EGP","611,000 EGP",10/13/2021
3274,Byd L3 A/T / GS-i AT 2022,"225,000 EGP","trending_up +5,000 EGP","230,000 EGP",10/10/2021
3275,Byd L3 A/T / GLX-i AT 2022,"215,000 EGP","trending_up +5,000 EGP","220,000 EGP",10/10/2021
3276,Suzuki Ciaz A/T / GLX 2022,"258,500 EGP","trending_up +4,400 EGP","262,900 EGP",10/6/2021
3277,Suzuki Baleno Automtic 2022,"255,900 EGP","trending_up +3,000 EGP","258,900 EGP",10/6/2021
3278,Suzuki Swift Dzire Manual‏ 2022,"174,900 EGP","trending_up +1,000 EGP","175,900 EGP",10/6/2021
3279,Suzuki S Presso M/T / F/O 2022,"147,500 EGP","trending_up +1,400 EGP","148,900 EGP",10/6/2021
3280,Suzuki Alto Manual‏ 2022,"121,900 EGP","trending_up +2,000 EGP","123,900 EGP",10/6/2021
3281,Opel Crossland A/T / Top Line 2022,"370,005 EGP","trending_up +4,995 EGP","375,000 EGP",10/4/2021
3282,Opel Crossland A/T / Elegance 2022,"340,000 EGP","trending_up +5,000 EGP","345,000 EGP",10/4/2021
3283,Opel Grandland A/T / top line 2022,"540,000 EGP","trending_up +5,000 EGP","545,000 EGP",10/4/2021
3284,Opel Grandland A/T / high line 2022,"510,000 EGP","trending_up +5,000 EGP","515,000 EGP",10/4/2021
3285,Lada Granta A/T / E2 2022,"188,000 EGP","trending_up +4,000 EGP","192,000 EGP",10/4/2021
3286,Lada Granta A/T / E1 2022,"180,000 EGP","trending_up +3,000 EGP","183,000 EGP",10/4/2021
3287,Lada Granta manual‏ / salon 2022,"160,000 EGP","trending_up +3,000 EGP","163,000 EGP",10/4/2021
3288,Byd F3 Automtic / Full Option 2022,"208,000 EGP","trending_up +3,000 EGP","211,000 EGP",10/4/2021
3289,Byd F3 Manual 2022,"188,000 EGP","trending_up +3,000 EGP","191,000 EGP",10/4/2021
3290,Chevrolet Optra A/T / Luxury w Accessories 2022,"223,900 EGP","trending_up +3,600 EGP","227,500 EGP",10/4/2021
3291,Chevrolet Optra A/T / Luxury 2022,"217,400 EGP","trending_up +3,500 EGP","220,900 EGP",10/4/2021
3292,Chevrolet Optra A/T / Comfort w Accessories 2022,"208,000 EGP","trending_up +3,500 EGP","211,500 EGP",10/4/2021
3293,Chevrolet Optra A/T / Comfort 2022,"201,500 EGP","trending_up +3,500 EGP","205,000 EGP",10/4/2021
3294,Haval H6 A/T / High Deluxe 2022,"450,000 EGP","trending_up +10,000 EGP","460,000 EGP",10/4/2021
3295,Haval H6 A/T / Deluxe SR 2022,"420,000 EGP","trending_up +5,000 EGP","425,000 EGP",10/4/2021
3296,Haval H6 A/T / Deluxe 2022,"405,000 EGP","trending_up +5,000 EGP","410,000 EGP",10/4/2021
3297,Haval H6 A/T / Standard 2022,"375,000 EGP","trending_up +5,000 EGP","380,000 EGP",10/4/2021
3298,Haval Jolion A/T / High Deluxe 2022,"375,000 EGP","trending_up +10,000 EGP","385,000 EGP",10/4/2021
3299,Haval Jolion A/T / Deluxe SR 2022,"355,000 EGP","trending_up +5,000 EGP","360,000 EGP",10/4/2021
3300,Haval Jolion A/T / Deluxe 2022,"335,000 EGP","trending_up +5,000 EGP","340,000 EGP",10/4/2021
3301,Nissan Sunny A/T / Super Saloon 2022,"234,500 EGP","trending_up +1,000 EGP","235,500 EGP",10/3/2021
3302,Nissan Sunny A/T / Midline 2022,"223,500 EGP","trending_up +1,000 EGP","224,500 EGP",10/3/2021
3303,Nissan Sunny Automatic / Baseline 2022,"210,000 EGP","trending_up +1,000 EGP","211,000 EGP",10/3/2021
3304,Nissan Sunny Manual‏ / Baseline 2022,"188,000 EGP","trending_up +1,900 EGP","189,900 EGP",10/3/2021
3305,Hyundai Creta SU2 A/T / ADVANCED / Two Tone 2022,"432,900 EGP","trending_up +2,000 EGP","434,900 EGP",10/3/2021
3306,Hyundai Creta SU2 A/T / MODERN / Two Tone 2022,"407,900 EGP","trending_up +2,000 EGP","409,900 EGP",10/3/2021
3307,Hyundai Creta SU2 A/T / SMART PLUS / Two Tone 2022,"382,900 EGP","trending_up +2,000 EGP","384,900 EGP",10/3/2021
3308,Hyundai Creta SU2 A/T / SMART / Two Tone 2022,"367,900 EGP","trending_up +2,000 EGP","369,900 EGP",10/3/2021
3309,Hyundai Creta SU2 A/T / ADVANCED 2022,"430,000 EGP","trending_up +2,000 EGP","432,000 EGP",10/3/2021
3310,Hyundai Creta SU2 A/T / MODERN 2022,"405,000 EGP","trending_up +2,000 EGP","407,000 EGP",10/3/2021
3311,Hyundai Creta SU2 A/T / SMART PLUS 2022,"380,000 EGP","trending_up +2,000 EGP","382,000 EGP",10/3/2021
3312,Hyundai Creta SU2 A/T / SMART 2022,"365,000 EGP","trending_up +2,000 EGP","367,000 EGP",10/3/2021
3313,Hyundai Accent HCI A/T / Smart Plus 2022,"300,000 EGP","trending_up +2,000 EGP","302,000 EGP",10/3/2021
3314,Hyundai Accent HCI A/T / Smart Safety 2022,"280,000 EGP","trending_up +2,000 EGP","282,000 EGP",10/3/2021
3315,Hyundai Accent HCI A/T / SMART FUN 2022,"280,000 EGP","trending_up +2,000 EGP","282,000 EGP",10/3/2021
3316,Hyundai Accent RB A/T / Highline TINTED GLASS 2022,"257,900 EGP","trending_up +2,000 EGP","259,900 EGP",10/3/2021
3317,Hyundai Accent RB A/T / DAB ABS PLUS TINTED GLASS 2022,"247,900 EGP","trending_up +2,000 EGP","249,900 EGP",10/3/2021
3318,Hyundai Accent RB A/T / DAB ABS TINTED GLASS 2022,"237,900 EGP","trending_up +2,000 EGP","239,900 EGP",10/3/2021
3319,Hyundai Accent RB A/T / SR TINTED GLASS 2022,"231,900 EGP","trending_up +2,000 EGP","233,900 EGP",10/3/2021
3320,Hyundai Accent RB A/T / TINTED GLASS 2022,"221,900 EGP","trending_up +2,000 EGP","223,900 EGP",10/3/2021
3321,Changan Alsvin A/T / L2 2022,"197,000 EGP","trending_up +3,000 EGP","200,000 EGP",10/3/2021
3322,Changan Alsvin A/T / L1 2022,"182,000 EGP","trending_up +3,000 EGP","185,000 EGP",10/3/2021
3323,Changan Alsvin MT‏ / L1 2022,"162,000 EGP","trending_up +3,000 EGP","165,000 EGP",10/3/2021
3324,Hyundai Elantra HD Automatic / GL / DAB / ABS / Tinted glass 2022,"255,900 EGP","trending_up +13,000 EGP","268,900 EGP",10/3/2021
3325,Hyundai Elantra HD Automatic / GL / SR / TINTED GLASS 2022,"253,900 EGP","trending_up +2,000 EGP","255,900 EGP",10/3/2021
3326,Hyundai Elantra HD Automatic / GL / DAB / ABS / Tinted glass 2022,"266,900 EGP","trending_down -11,000 EGP","255,900 EGP",10/3/2021
3327,Hyundai Elantra HD Automatic / GL / TINTED GLASS 2022,"246,900 EGP","trending_up +2,000 EGP","248,900 EGP",10/3/2021
3328,Hyundai Tucson A/T / Modern 2022,"525,000 EGP","trending_up +5,000 EGP","530,000 EGP",10/3/2021
3329,Hyundai Tucson A/T / Smart Plus 2022,"490,000 EGP","trending_up +5,000 EGP","495,000 EGP",10/3/2021
3330,Hyundai Tucson A/T / Smart 2022,"460,000 EGP","trending_up +5,000 EGP","465,000 EGP",10/3/2021
3331,Hyundai Tucson A/T / Premium 2022,"615,000 EGP","trending_up +5,000 EGP","620,000 EGP",10/3/2021
3332,Hyundai Tucson A/T / Advanced 2022,"575,000 EGP","trending_up +5,000 EGP","580,000 EGP",10/3/2021
3333,Hyundai Elantra CN7 A/T / PREMIUM / WHITE PACK 2022,"498,000 EGP","trending_up +2,000 EGP","500,000 EGP",10/3/2021
3334,Hyundai Elantra CN7 A/T / PREMIUM 2022,"493,000 EGP","trending_up +2,000 EGP","495,000 EGP",10/3/2021
3335,Hyundai Elantra CN7 A/T / ADVANCED / WHITE PACK 2022,"438,000 EGP","trending_up +2,000 EGP","440,000 EGP",10/3/2021
3336,Hyundai Elantra CN7 A/T / ADVANCED 2022,"433,000 EGP","trending_up +2,000 EGP","435,000 EGP",10/3/2021
3337,Hyundai Elantra CN7 A/T / MODERN 2022,"396,000 EGP","trending_up +2,000 EGP","398,000 EGP",10/3/2021
3338,Hyundai Elantra CN7 A/T / SMART PLUS 2022,"371,000 EGP","trending_up +2,000 EGP","373,000 EGP",10/3/2021
3339,Hyundai Elantra CN7 A/T / SMART FUN 2022,"345,000 EGP","trending_up +2,000 EGP","347,000 EGP",10/3/2021
3340,Hyundai Elantra CN7 A/T / SMART SAFETY 2022,"333,000 EGP","trending_up +2,000 EGP","335,000 EGP",10/3/2021
