,symbol,name,price,pricing_changes,pricing_percentage_changes,sector,industry,market_cap,share_volume,earnings_per_share,annualized_dividend,dividend_pay_date,symbol_yield,beta,errors
7078,DAOOU,Crypto 1 Acquisition Corp Unit,10.04,-0.0103,(-0.1%),N/A,N/A,N/A,"1,511",N/A,N/A,N/A,N/A,0.37,False
7079,DAOOW,Crypto 1 Acquisition Corp Warrants,0.27,Unchanged,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,True
7080,DATSW,"DatChat, Inc. Series A Warrant",0.5135,Unchanged,,Technology,Computer Software: Prepackaged Software,N/A,N/A,N/A,N/A,N/A,N/A,-9.47,False
7081,DAVEW,Dave Inc. Warrants,1.19,+0.16,(+15.53%),Technology,Retail: Computer Software & Peripheral Equipment,N/A,"29,236",N/A,N/A,N/A,N/A,,True
7082,DBGIW,"Digital Brands Group, Inc. Warrant",0.4442,Unchanged,,Consumer Non-Durables,Apparel,N/A,N/A,N/A,N/A,N/A,N/A,4.22,False
7083,DBRG^H,"DigitalBridge Group, Inc. 7.125% Series H",24.25,+0.05,(+0.21%),N/A,N/A,"278,875,000","4,326",N/A,N/A,N/A,N/A,,True
7084,DBRG^I,"DigitalBridge Group, Inc. 7.15% Series I",24.35,+0.0851,(+0.35%),N/A,N/A,"336,030,000","4,364",N/A,N/A,N/A,N/A,,True
7085,DBRG^J,"DigitalBridge Group, Inc. 7.125% Series J",24.11,+0.11,(+0.46%),N/A,N/A,"303,786,000","23,013",N/A,N/A,N/A,N/A,,True
7086,DCFCW,Tritium DCFC Limited Warrant,1.56,+0.04,(+2.63%),Technology,Electronic Components,N/A,"103,742",N/A,N/A,N/A,N/A,,True
7087,DCGOW,DocGo Inc. Warrants,2.02,+0.075,(+3.86%),Health Care,Managed Health Care,N/A,"20,115",N/A,N/A,N/A,N/A,2.45,False
7088,DCOMP,"Dime Community Bancshares, Inc. Fixed-Rate Non-Cumulative Perpetual Preferred Stock, Series A",23.6,-0.02,(-0.08%),Finance,Savings Institutions,N/A,"7,762",N/A,$1.375,"Feb 15, 2022",5.82%,0.95,False
7089,DCP^B,DCP Midstream LP 7.875% Series B Fixed-to-Floating Rate Cumulative Redeemable Perpetual Preferred Units,24.68,+0.18,(+0.73%),N/A,N/A,"159,186,000","15,963",N/A,N/A,N/A,N/A,1,False
7090,DCP^C,DCP Midstream LP 7.95% Series C Fixed-to-Floating Rate Cumulative Redeemable Perpetual Preferred Units,24.4,-0.084,(-0.34%),N/A,N/A,"107,360,000","8,290",N/A,N/A,N/A,N/A,1,False
7091,DCRDW,Decarbonization Plus Acquisition Corporation IV Warrant,0.4711,+0.0232,(+5.18%),N/A,N/A,N/A,"33,942",N/A,N/A,N/A,N/A,1.55,False
7092,DCUE,"Dominion Energy, Inc. 2019 Series A Corporate Units",100.16,-0.05,(-0.05%),Public Utilities,Electric Utilities: Central,N/A,"135,957",N/A,N/A,N/A,N/A,0.43,False
7093,DDT,Dillard's Capital Trust I,26.1122,+0.1322,(+0.51%),Consumer Services,Department/Specialty Retail Stores,N/A,"8,947",N/A,N/A,N/A,N/A,0.4,False
7094,DHACW,Digital Health Acquisition Corp. Warrant,0.1799,Unchanged,,N/A,N/A,N/A,800,N/A,N/A,N/A,N/A,5.77,False
7095,DHBCW,DHB Capital Corp. Warrant,0.3198,-0.0202,(-5.94%),N/A,N/A,N/A,333,N/A,N/A,N/A,N/A,1.68,False
7096,DHCAU,DHC Acquisition Corp. Unit,9.8,Unchanged,,Finance,Business Services,N/A,"2,140",N/A,N/A,N/A,N/A,-0.06,False
7097,DHCAW,DHC Acquisition Corp. Warrant,0.1706,+0.0005,(+0.29%),Finance,Business Services,N/A,"21,017",N/A,N/A,N/A,N/A,0.82,False
7098,DHCNI,Diversified Healthcare Trust 5.625% Senior Notes due 2042,18.18,+0.04,(+0.22%),Consumer Services,Real Estate Investment Trusts,N/A,"27,337",N/A,$1.4063,"Feb 1, 2022",7.75%,0.95,False
7099,DHCNL,Diversified Healthcare Trust 6.25% Senior Notes Due 2046,19.54,+0.15,(+0.77%),Consumer Services,Real Estate Investment Trusts,N/A,"9,625",N/A,$1.5625,"Mar 1, 2022",8.06%,0.91,False
7100,DHHCU,DiamondHead Holdings Corp. Unit,9.85,Unchanged,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-0.16,False
7101,DHHCW,DiamondHead Holdings Corp. Warrant,0.3849,+0.0549,(+16.64%),N/A,N/A,N/A,"1,000",N/A,N/A,N/A,N/A,2.36,False
7102,DHR^A,"Danaher Corporation 4.75% Mandatory Convertible Preferred Stock, Series A",1827.0547,+26.3247,(+1.46%),N/A,N/A,N/A,"113,114",N/A,N/A,N/A,N/A,1,False
7103,DHR^B,"Danaher Corporation 5.00% Mandatory Convertible Preferred Stock, Series B",1520.0,+35.34,(+2.38%),N/A,N/A,N/A,"23,560",N/A,N/A,N/A,N/A,,True
7104,DILAU,DILA Capital Acquisition Corp. Unit,10.01,Unchanged,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0.35,False
7105,DILAW,DILA Capital Acquisition Corp. Warrant,0.26,Unchanged,,N/A,N/A,N/A,"1,800",N/A,N/A,N/A,N/A,2.39,False
7106,DISAU,Disruptive Acquisition Corporation I Unit,9.8,-0.01,(-0.1%),Finance,Business Services,N/A,"1,012",N/A,N/A,N/A,N/A,0.23,False
7107,DISAW,Disruptive Acquisition Corporation I Warrant,0.2227,+0.0227,(+11.35%),Finance,Business Services,N/A,"2,450",N/A,N/A,N/A,N/A,3.2,False
7108,DKDCW,Data Knights Acquisition Corp. Warrant,0.18,+0.0041,(+2.33%),N/A,N/A,N/A,"1,400",N/A,N/A,N/A,N/A,3.06,False
7109,DLCAU,Deep Lake Capital Acquisition Corp. Unit,9.86,Unchanged,,Finance,Business Services,N/A,N/A,N/A,N/A,N/A,N/A,-0.05,False
7110,DLCAW,Deep Lake Capital Acquisition Corp. Warrant,0.19,-0.047,(-19.83%),Finance,Business Services,N/A,"3,010",N/A,N/A,N/A,N/A,0.52,False
7111,DLNG^A,Dynagas LNG Partners LP 9.00% Series A Cumulative Redeemable Preferred Units,20.5,-1.24,(-5.7%),N/A,N/A,"61,500,000","29,519",N/A,N/A,N/A,N/A,1,False
7112,DLNG^B,"Dynagas LNG Partners LP 8.75% Series B Fixed to Floating Rate Cumulative Redeemable Perpetual Preferred Units, liquidation preference $25.00 per Uni",20.0,-1.55,(-7.19%),N/A,N/A,N/A,"54,416",N/A,N/A,N/A,N/A,1,False
7113,DLR^J,"Digital Realty Trust, Inc. 5.250% Series J Cumulative Redeemable Preferred Stock",24.52,+0.04,(+0.16%),N/A,N/A,"196,160,000","11,151",N/A,N/A,N/A,N/A,1,False
7114,DLR^K,"Digital Realty Trust, Inc. 5.850% Series K Cumulative Redeemable Preferred Stock, par value $0.01 per share",25.2994,+0.1494,(+0.59%),N/A,N/A,"212,514,960","24,532",N/A,N/A,N/A,N/A,1,False
7115,DLR^L,"Digital Realty Trust, Inc. 5.200% Series L Cumulative Redeemable Preferred Stock",24.32,+0.30,(+1.25%),N/A,N/A,"335,616,000","36,120",N/A,N/A,N/A,N/A,1,False
7116,DMA,Destra Multi-Alternative Fund Common Stock,8.4,+0.12,(+1.45%),Finance,"Trusts, Except Educational, Religious, and Charitable",N/A,"4,198",N/A,N/A,N/A,N/A,,True
7117,DPCSW,DP Cap Acquisition Corp I Warrants,0.3797,-0.0065,(-1.68%),N/A,N/A,N/A,650,N/A,N/A,N/A,N/A,2.18,False
7118,DRAYU,Macondray Capital Acquisition Corp. I Unit,9.93,Unchanged,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-0.07,False
7119,DRAYW,Macondray Capital Acquisition Corp. I Warrant,0.29,Unchanged,,N/A,N/A,N/A,"11,654",N/A,N/A,N/A,N/A,3.05,False
7120,DRCTW,"Direct Digital Holdings, Inc. Warrant",0.52,Unchanged,,Technology,Advertising,N/A,N/A,N/A,N/A,N/A,N/A,,True
7121,DRH^A,Diamondrock Hospitality Company 8.250% Series A Cumulative Redeemable Preferred Stock,26.28,+0.15,(+0.57%),N/A,N/A,"125,092,800","2,989",N/A,N/A,N/A,N/A,,True
7122,DRMAW,"Dermata Therapeutics, Inc. Warrant",0.2148,+0.0237,(+12.4%),Health Care,Biotechnology: Pharmaceutical Preparations,N/A,100,N/A,N/A,N/A,N/A,1.09,False
7123,DRTS,Alpha Tau Medical Ltd. Ordinary Shares,9.5,-1.50,(-13.64%),Finance,Business Services,"640,138,500","112,773",N/A,N/A,N/A,N/A,,True
7124,DRTSW,Alpha Tau Medical Ltd. Warrant,0.478,+0.0186,(+4.05%),N/A,N/A,N/A,"117,813",N/A,N/A,N/A,N/A,,True
7125,DS^B,Drive Shack Inc. Preferred Series B,24.15,+0.2291,(+0.96%),N/A,N/A,"60,375,000","6,002",N/A,N/A,N/A,N/A,1,False
7126,DS^C,Drive Shack Inc. Preferred Series C,22.68,+0.68,(+3.09%),N/A,N/A,"36,288,000","1,573",N/A,N/A,N/A,N/A,1,False
7127,DS^D,Drive Shack Inc. Pfd Ser D,23.51,+0.01,(+0.04%),N/A,N/A,"47,020,000","6,172",N/A,N/A,N/A,N/A,1,False
7128,DSACU,Duddell Street Acquisition Corp. Unit,10.16,Unchanged,,Finance,Business Services,N/A,N/A,N/A,N/A,N/A,N/A,0.01,False
7129,DSACW,Duddell Street Acquisition Corp. Warrant,0.6119,-0.0781,(-11.32%),Finance,Business Services,N/A,159,N/A,N/A,N/A,N/A,-0.1,False
7130,DSX^B,Diana Shipping Inc. Perpetual Preferred Shares Series B,26.0958,+0.1806,(+0.7%),N/A,N/A,N/A,"3,543",N/A,N/A,N/A,N/A,1,False
7131,DTB,DTE Energy Company 2020 Series G 4.375% Junior Subordinated Debentures due 2080,22.02,+0.14,(+0.64%),Public Utilities,Electric Utilities: Central,N/A,"16,130",N/A,N/A,N/A,N/A,0.59,False
7132,DTG,DTE Energy Company 2021 Series E 4.375% Junior Subordinated Debentures,22.67,+0.17,(+0.76%),Public Utilities,Electric Utilities: Central,N/A,"34,293",N/A,N/A,N/A,N/A,1.04,False
7133,DTLA^,Brookfield DTLA Inc. 7.625% Series A Cumulative Redeemable Preferred Stock,10.6,+0.31,(+3.01%),N/A,N/A,N/A,"6,783",N/A,N/A,N/A,N/A,1,False
7134,DTOCW,Digital Transformation Opportunities Corp. Warrant,0.347,-0.0497,(-12.53%),N/A,N/A,N/A,600,N/A,N/A,N/A,N/A,1.28,False
7135,DTP,DTE Energy Company 6.25% Corporate Units,52.3,+0.18,(+0.35%),Public Utilities,Electric Utilities: Central,N/A,"100,857",N/A,N/A,N/A,N/A,0.79,False
7136,DTRTU,DTRT Health Acquisition Corp. Unit,10.095,Unchanged,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0.08,False
7137,DTRTW,DTRT Health Acquisition Corp. Warrant,0.24,+0.0519,(+27.59%),N/A,N/A,N/A,400,N/A,N/A,N/A,N/A,0.43,False
7138,DTSTW,Data Storage Corporation Warrant,0.4702,-0.2097,(-30.84%),Technology,EDP Services,N/A,"1,617",N/A,N/A,N/A,N/A,1.17,False
7139,DTW,DTE Energy Company 2017 Series E 5.25% Junior Subordinated Debentures due 2077,24.73,+0.03,(+0.12%),Public Utilities,Electric Utilities: Central,N/A,"37,047",N/A,N/A,N/A,N/A,0.26,False
7140,DUETU,DUET Acquisition Corp. Unit,10.17,Unchanged,,Consumer Services,Other Pharmaceuticals,N/A,N/A,N/A,N/A,N/A,N/A,,True
7141,DUK^A,"Duke Energy Corporation Depositary Shares, each representing a 1/1,000th interest in a share of 5.75% Series A Cumulative Redeemable Perpetual Preferred Stock",25.89,+0.27,(+1.05%),N/A,N/A,"1,035,600,000","54,095",N/A,N/A,N/A,N/A,1,False
7142,DUKB,Duke Energy Corporation 5.625% Junior Subordinated Debentures due 2078,25.34,+0.11,(+0.44%),Public Utilities,Power Generation,N/A,"22,584",N/A,N/A,N/A,N/A,0.26,False
7143,DUNEU,Dune Acquisition Corporation Unit,10.02,Unchanged,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-0.06,False
7144,DUNEW,Dune Acquisition Corporation Warrant,0.1625,-0.0089,(-5.19%),N/A,N/A,N/A,"55,699",N/A,N/A,N/A,N/A,0.97,False
7145,DWACU,Digital World Acquisition Corp. Units,76.07,+0.06,(+0.08%),N/A,N/A,N/A,"6,302",N/A,N/A,N/A,N/A,43.68,False
7146,DWACW,Digital World Acquisition Corp. Warrants,16.66,+0.23,(+1.4%),N/A,N/A,N/A,"452,793",N/A,N/A,N/A,N/A,437.83,False
7147,DX^C,"Dynex Capital, Inc. 6.900% Series C Fixed-to-Floating Rate Cumulative Redeemable Preferred Stock",25.06,+0.80,(+3.3%),N/A,N/A,N/A,"17,327",N/A,N/A,N/A,N/A,,True
7148,EACPW,Edify Acquisition Corp. Warrant,0.18,Unchanged,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-0.46,False
7149,EAI,"Entergy Arkansas, LLC First Mortgage Bonds, 4.875% Series Due September 1, 2066",24.97,+0.07,(+0.28%),N/A,N/A,N/A,"14,214",N/A,N/A,N/A,N/A,0.19,False
7150,EBACU,European Biotech Acquisition Corp. Units,9.85,Unchanged,,Finance,Business Services,N/A,N/A,N/A,N/A,N/A,N/A,-0.01,False
7151,EBACW,European Biotech Acquisition Corp. Warrant,0.2256,Unchanged,,Finance,Business Services,N/A,N/A,N/A,N/A,N/A,N/A,-0.14,False
7152,ECC^D,Eagle Point Credit Company Inc. 6.75% Series D Preferred Stock,24.7948,+0.145,(+0.59%),N/A,N/A,N/A,"3,429",N/A,N/A,N/A,N/A,,True
7153,ECCC,Eagle Point Credit Company Inc. 6.50% Series C Term Preferred Stock due 2031,24.94,-0.06,(-0.24%),Finance,"Trusts, Except Educational, Religious, and Charitable",N/A,"10,893",N/A,N/A,N/A,N/A,0.1,False
7154,ECCV,Eagle Point Credit Company Inc. 5.375% Notes due 2029,23.87,+0.03,(+0.13%),Finance,"Trusts, Except Educational, Religious, and Charitable",N/A,"8,748",N/A,N/A,N/A,N/A,,True
7155,ECCW,Eagle Point Credit Company Inc. 6.75% Notes due 2031,25.85,Unchanged,,Finance,"Trusts, Except Educational, Religious, and Charitable",N/A,N/A,N/A,N/A,N/A,N/A,0.12,False
7156,ECCX,Eagle Point Credit Company Inc. 6.6875% Notes due 2028,25.39,Unchanged,,Finance,"Trusts, Except Educational, Religious, and Charitable",N/A,912,N/A,N/A,N/A,N/A,0.34,False
7157,ECF^A,Ellsworth Growth and Income Fund Ltd. 5.25% Series A Cumulative Preferred Shares,25.15,-0.05,(-0.2%),N/A,N/A,N/A,400,N/A,N/A,N/A,N/A,1,False
7158,ECOLW,"US Ecology, Inc. Warrant",4.168,Unchanged,,Public Utilities,Environmental Services,N/A,N/A,N/A,N/A,N/A,N/A,2.25,False
7159,EDNCU,Endurance Acquisition Corp. Unit,9.97,Unchanged,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0.01,False
7160,EDNCW,Endurance Acquisition Corp. Warrant,0.2501,Unchanged,,N/A,N/A,N/A,825,N/A,N/A,N/A,N/A,4.45,False
7161,EDTXW,EdtechX Holdings Acquisition Corp. II Warrant,0.085,Unchanged,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-1.12,False
7162,EFC^A,Ellington Financial Inc. 6.750% Series A Fixed-to-Floating Rate Cumulative Redeemable Preferred Stock,24.37,-0.13,(-0.53%),N/A,N/A,"112,102,000","4,391",N/A,N/A,N/A,N/A,1,False
7163,EFC^B,Ellington Financial Inc. 6.250% Series B Fixed-Rate Reset Cumulative Redeemable Preferred Stock,22.75,Unchanged,,N/A,N/A,N/A,"1,344",N/A,N/A,N/A,N/A,,True
7164,EFSCP,"Enterprise Financial Services Corporation Depositary Shares Each Representing a 1/40th Interest in a Share of 5% Fixed Rate Non-Cumulative Perpetual Preferred Stock, Series A",22.4,+0.36,(+1.63%),Finance,Major Banks,N/A,"4,386",N/A,N/A,0.9,"Feb 25, 2022",$0.41,False
7165,EFTRW,"eFFECTOR Therapeutics, Inc. Warrant",0.32,+0.0298,(+10.27%),Health Care,Biotechnology: Pharmaceutical Preparations,N/A,"4,324",N/A,N/A,N/A,N/A,0.6,False
7166,EIC,Eagle Point Income Company Inc. Common Stock,16.23,+0.25,(+1.56%),Finance,Finance/Investors Services,N/A,"8,476",N/A,N/A,N/A,N/A,0.75,False
7167,EICA,Eagle Point Income Company Inc. 5.00% Series A Term Preferred Stock due 2026,24.42,+0.70,(+2.95%),Finance,Finance/Investors Services,N/A,"5,073",N/A,N/A,N/A,N/A,0.34,False
7168,EJFAU,EJF Acquisition Corp. Unit,10.14,-0.0115,(-0.11%),Finance,Business Services,N/A,"1,437",N/A,N/A,N/A,N/A,-0.19,False
7169,EJFAW,EJF Acquisition Corp. Warrant,0.9159,-0.034,(-3.58%),Finance,Business Services,N/A,"53,015",N/A,N/A,N/A,N/A,-3.55,False
7170,ELAT,Elanco Animal Health Incorporated 5.00% Tangible Equity Units,41.46,+1.41,(+3.52%),Health Care,Biotechnology: Pharmaceutical Preparations,N/A,"4,300",N/A,N/A,N/A,N/A,0.75,False
7171,ELC,"Entergy Louisiana, Inc. Collateral Trust Mortgage Bonds, 4.875 % Series due September 1, 2066",24.98,+0.04,(+0.16%),N/A,N/A,N/A,"21,166",N/A,N/A,N/A,N/A,0.13,False
7172,ELMSW,"Electric Last Mile Solutions, Inc. Warrant",0.1275,+0.0305,(+31.44%),Capital Goods,Auto Manufacturing,N/A,"117,187",N/A,N/A,N/A,N/A,6.17,False
7173,EMBKW,"Embark Technology, Inc. Warrants",0.6609,-0.0505,(-7.1%),Technology,Computer Software: Prepackaged Software,N/A,"12,264",N/A,N/A,N/A,N/A,9.09,False
7174,EMLD,FTAC Emerald Acquisition Corp. Class A Common Stock,9.78,Unchanged,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,True
7175,EMLDU,FTAC Emerald Acquisition Corp. Unit,9.9304,Unchanged,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0.43,False
7176,EMP,"Entergy Mississippi, LLC First Mortgage Bonds, 4.90% Series Due October 1, 2066",24.9544,+0.1044,(+0.42%),N/A,N/A,N/A,"12,468",N/A,N/A,N/A,N/A,0.25,False
7177,ENBA,Enbridge Inc 6.375% Fixed-to-Floating Rate Subordinated Notes Series 2018-B due 2078,25.5,+0.16,(+0.63%),Energy,Oil & Gas Production,N/A,"53,883",N/A,N/A,N/A,N/A,0.82,False
7178,ENCPW,Energem Corp Warrant,0.1629,+0.0128,(+8.53%),N/A,N/A,N/A,200,N/A,N/A,N/A,N/A,,True
7179,ENERR,Accretion Acquisition Corp. Right,0.1827,-0.0124,(-6.36%),N/A,N/A,N/A,"2,800",N/A,N/A,N/A,N/A,-2.2,False
7180,ENERW,Accretion Acquisition Corp. Warrant,0.1799,Unchanged,,N/A,N/A,N/A,"15,791",N/A,N/A,N/A,N/A,-5.3,False
7181,ENJ,"Entergy New Orleans, LLC First Mortgage Bonds, 5.0% Series due December 1, 2052",25.0,+0.04,(+0.16%),Public Utilities,Power Generation,N/A,"3,800",N/A,N/A,N/A,N/A,0.1,False
7182,ENJYW,"Enjoy Technology, Inc. Warrant",0.21,-0.0101,(-4.59%),Miscellaneous,Diversified Commercial Services,N/A,"1,722",N/A,N/A,N/A,N/A,-1.69,False
7183,ENO,"Entergy New Orleans, LLC First Mortgage Bonds, 5.50% Series due April 1, 2066",25.1511,-0.0189,(-0.08%),N/A,N/A,N/A,"5,330",N/A,N/A,N/A,N/A,0.18,False
7184,ENTFU,Enterprise 4.0 Technology Acquisition Corp. Unit,10.09,Unchanged,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0.06,False
7185,ENTFW,Enterprise 4.0 Technology Acquisition Corp. Warrant,0.4078,+0.0478,(+13.28%),N/A,N/A,N/A,200,N/A,N/A,N/A,N/A,11.36,False
7186,ENTXW,Entera Bio Ltd. Warrant,0.312,Unchanged,,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),N/A,N/A,N/A,N/A,N/A,N/A,0.46,False
7187,EOSEW,"Eos Energy Enterprises, Inc. Warrant",0.7902,-0.0198,(-2.44%),Technology,Electronic Components,N/A,"29,486",N/A,N/A,N/A,N/A,1.29,False
7188,EP^C,El Paso Corporation Preferred Stock,48.79,+1.28,(+2.69%),N/A,N/A,"286,348,510","1,631",N/A,N/A,N/A,N/A,1,False
7189,EPHYU,Epiphany Technology Acquisition Corp. Unit,9.88,+0.02,(+0.2%),N/A,N/A,N/A,"7,107",N/A,N/A,N/A,N/A,-0.09,False
7190,EPHYW,Epiphany Technology Acquisition Corp. Warrant,0.3367,-0.0008,(-0.24%),N/A,N/A,N/A,"9,883",N/A,N/A,N/A,N/A,0.18,False
7191,EPR^C,EPR Properties 5.75% Series C Cumulative Convertible Preferred Shares,24.69,-0.20,(-0.8%),N/A,N/A,"133,177,860","3,634",N/A,N/A,N/A,N/A,1,False
7192,EPR^E,EPR Properties Series E Cumulative Conv Pfd Shs Ser E,33.0,+0.37,(+1.13%),N/A,N/A,"113,850,000","1,866",N/A,N/A,N/A,N/A,1,False
7193,EPR^G,EPR Properties 5.750% Series G Cumulative Redeemable Preferred Shares,23.71,+0.18,(+0.76%),N/A,N/A,"142,260,000","13,017",N/A,N/A,N/A,N/A,1,False
7194,EQC^D,Equity Commonwealth 6.50% Pfd Conv Shs Ser D,28.19,+0.8699,(+3.18%),N/A,N/A,"135,312,000","1,708",N/A,N/A,N/A,N/A,1,False
7195,EQH^A,"Equitable Holdings, Inc. Depositary Shares",23.17,+0.39,(+1.71%),N/A,N/A,"741,440,000","72,320",N/A,N/A,N/A,N/A,1,False
7196,EQH^C,"Equitable Holdings, Inc. Depositary Shares, each representing a 1/1,000th interest in a share of Fixed Rate Noncumulative Perpetual Preferred Stock, Series C",19.69,+0.30,(+1.55%),N/A,N/A,"236,280,000","19,210",N/A,N/A,N/A,N/A,,True
7197,EQRXW,"EQRx, Inc. Warrant",0.6301,+0.0101,(+1.63%),Health Care,Biotechnology: Pharmaceutical Preparations,N/A,"6,335",N/A,N/A,N/A,N/A,0.86,False
7198,ERESU,East Resources Acquisition Company Unit,10.015,+0.035,(+0.35%),N/A,N/A,N/A,117,N/A,N/A,N/A,N/A,0.05,False
7199,ERESW,East Resources Acquisition Company Warrant,0.2076,-0.0023,(-1.1%),N/A,N/A,N/A,"16,383",N/A,N/A,N/A,N/A,3.27,False
7200,ESAC,ESGEN Acquisition Corporation Class A Ordinary Shares,9.98,Unchanged,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0.24,False
7201,ESACU,ESGEN Acquisition Corporation Unit,10.07,Unchanged,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0.11,False
7202,ESACW,ESGEN Acquisition Corporation Warrants,0.27,Unchanged,,N/A,N/A,N/A,"1,300",N/A,N/A,N/A,N/A,8.73,False
7203,ESGRO,"Enstar Group Limited Depository Shares 7.00% Perpetual Non-Cumulative Preference Shares, Series E",25.9193,+0.2593,(+1.01%),Finance,Property-Casualty Insurers,N/A,"2,762",N/A,$1.75,"Mar 1, 2022",6.82%,0.54,False
7204,ESGRP,Enstar Group Limited Depositary Shares Each Representing 1/1000th of an interest in Preference Shares,26.0,+0.22,(+0.85%),Finance,Property-Casualty Insurers,N/A,"48,591",N/A,$1.75,"Mar 1, 2022",6.79%,0.72,False
7205,ESSCR,East Stone Acquisition Corporation Right,0.365,Unchanged,,Finance,Business Services,N/A,"1,000",N/A,N/A,N/A,N/A,1.03,False
7206,ESSCU,East Stone Acquisition Corporation Unit,11.1,Unchanged,,Finance,Business Services,N/A,N/A,N/A,N/A,N/A,N/A,0.29,False
7207,ESSCW,East Stone Acquisition Corporation Warrant,0.222,+0.0054,(+2.49%),Finance,Business Services,N/A,"96,687",N/A,N/A,N/A,N/A,4.43,False
7208,ET^C,Energy Transfer L.P. 7.375% Series C Fixed-to-Floating Rate Cumulative Redeemable Perpetual Preferred Unit,23.07,+0.03,(+0.13%),N/A,N/A,"415,260,000","136,841",N/A,N/A,N/A,N/A,,True
7209,ET^D,Energy Transfer L.P. 7.625% Series D Fixed-to-Floating Rate Cumulative Redeemable Perpetual Preferred Unit,23.8,-0.16,(-0.67%),N/A,N/A,"423,640,000","45,140",N/A,N/A,N/A,N/A,,True
7210,ET^E,Energy Transfer L.P. 7.600% Series E Fixed-to-Floating Rate Cumulative Redeemable Perpetual Preferred Unit,24.13,+0.14,(+0.58%),N/A,N/A,"772,160,000","53,564",N/A,N/A,N/A,N/A,,True
7211,ETACU,E.Merge Technology Acquisition Corp. Unit,9.96,Unchanged,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0.04,False
7212,ETACW,E.Merge Technology Acquisition Corp. Warrant,0.1867,+0.0267,(+16.69%),N/A,N/A,N/A,"65,488",N/A,N/A,N/A,N/A,2.38,False
7213,ETI^,"Entergy Texas Inc 5.375% Series A Preferred Stock, Cumulative, No Par Value",25.25,+0.02,(+0.08%),N/A,N/A,N/A,645,N/A,N/A,N/A,N/A,1,False
7214,EUCRW,Eucrates Biomedical Acquisition Corp. Warrant,0.2528,Unchanged,,Finance,Business Services,N/A,N/A,N/A,N/A,N/A,N/A,0.11,False
7215,EVGOW,EVgo Inc. Warrants,3.325,+0.205,(+6.57%),Consumer Services,Catalog/Specialty Distribution,N/A,"43,629",N/A,N/A,N/A,N/A,0.34,False
7216,EVGRU,Evergreen Corporation Unit,9.98,-0.06,(-0.6%),N/A,N/A,N/A,"1,145",N/A,N/A,N/A,N/A,,True
7217,EVLVW,"Evolv Technologies Holdings, Inc. Warrant",0.1924,-0.0076,(-3.8%),Miscellaneous,Diversified Manufacture,N/A,"19,223",N/A,N/A,N/A,N/A,2.78,False
7218,EVOJW,Evo Acquisition Corp. Warrant,0.2955,+0.0626,(+26.88%),N/A,N/A,N/A,"2,700",N/A,N/A,N/A,N/A,0.86,False
7219,EYESW,"Second Sight Medical Products, Inc. Warrants expiring 03/14/2024",0.2899,+0.03,(+11.54%),Health Care,Industrial Specialties,N/A,"8,259",N/A,N/A,N/A,N/A,2.98,False
7220,F^B,"Ford Motor Company 6.20% Notes due June 1, 2059",25.24,+0.04,(+0.16%),N/A,N/A,"757,200,000","39,856",N/A,N/A,N/A,N/A,1,False
7221,F^C,"Ford Motor Company 6% Notes due December 1, 2059",25.3,+0.14,(+0.56%),N/A,N/A,"809,600,000","39,879",N/A,N/A,N/A,N/A,1,False
7222,FATBP,FAT Brands Inc. 8.25% Series B Cumulative Preferred Stock,11.86,Unchanged,,Consumer Services,Restaurants,N/A,"20,705",N/A,$2.0625,"Mar 21, 2022",17.39%,0.64,False
7223,FATBW,FAT Brands Inc. Warrant,4.3412,Unchanged,,Consumer Services,Restaurants,N/A,N/A,N/A,N/A,N/A,N/A,2.3,False
7224,FATPW,Fat Projects Acquisition Corp Warrant,0.1802,-0.0197,(-9.85%),N/A,N/A,N/A,"39,957",N/A,N/A,N/A,N/A,1,False
7225,FBIOP,"Fortress Biotech, Inc. 9.375% Series A Cumulative Redeemable Perpetual Preferred Stock",20.71,+0.76,(+3.81%),Health Care,Biotechnology: Pharmaceutical Preparations,N/A,"8,513",N/A,$2.3438,"Mar 31, 2022",11.75%,1.01,False
7226,FBRT^E,"Franklin BSP Realty Trust, Inc. 7.50% Series E Cumulative Redeemable Preferred Stock",23.29,+0.0201,(+0.09%),N/A,N/A,N/A,"25,214",N/A,N/A,N/A,N/A,,True
